Area,RoomFloor,TopFloor,Price,Address,RoomArea,KitchenArea,BuildDate,BathroomNum,BathroomType,BalconyNum,BalconyType,Repair,TypeofBuilding,TypeofMaterial,Heating,GasSupply
40,5,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1988,,,1, лоджия,Косметический,Кирпичный,,,
52,9,12,4200000,"Калининградская область, Калининград, р-н Ленинградский, улица 9 Апреля, 88А",,,2018,1, совмещенный,1, балкон,Без ремонта,,,,
43,12,13,3150000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,2012,1, совмещенный,1, лоджия,Дизайнерский,Кирпичный,,,
38,1,5,1700000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького, 180",,6,1978,,,,,,Кирпичный,Железобетонные,Центральное,
42,12,13,3150000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина, 101",20,11,2012,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Автономная котельная,Центральное
45.3,7,9,3550000,"Калининградская область, Калининград, р-н Ленинградский, улица Виктора Денисова, 16к1",18.1,11.3,2016,1, совмещенный,1, балкон,Косметический,Монолитный,Железобетонные,Котел/Квартирное отопление,Центральное
34,7,9,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",,,1995,1, раздельный,1, балкон,Евроремонт,Панельный,,,
46.17,3,7,5490000,"Калининградская область, Калининград, р-н Ленинградский, улица Маршала Баграмяна, 14",17.1,12.2,2013,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
32,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Госпитальная улица",,,,1, совмещенный,1, балкон,Косметический,,,,
44.7,6,6,3400000,"Калининградская область, Калининград, р-н Ленинградский, улица Глинки, 1",18.2,12.1,2014,1, совмещенный,1, балкон,,Кирпичный,Железобетонные,Автономная котельная,Центральное
27,3,5,1700000,"Калининградская область, Калининград, р-н Ленинградский, Ялтинская улица",,,1969,1, совмещенный,1, балкон,Евроремонт,Блочный,,,
40,2,14,3600000,"Калининградская область, Калининград, р-н Ленинградский, улица Фортовая дорога",,,,1, совмещенный,1, балкон,Евроремонт,,,,
41,7,9,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Гайдара",,,1983,1, совмещенный,1, балкон,Косметический,Панельный,,,
48,11,15,6300000,"Калининградская область, Калининград, р-н Ленинградский, улица Маршала Баграмяна, 36",36,12,2015,,,1, балкон,Евроремонт,Монолитный,Железобетонные,Котел/Квартирное отопление,Центральное
33,2,2,1800000,"Калининградская область, Калининград, р-н Ленинградский, улица Барклая Де Толли",,,1945,1, совмещенный,,,Косметический,Кирпичный,,,
29,5,5,1650000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",,,1978,,,,,Косметический,Кирпичный,,,
32,2,5,2150000,"Калининградская область, Калининград, р-н Ленинградский, Лесопильная улица, 59",18,6,1986,,,1, балкон,Косметический,,,,
39,1,10,2970000,"Калининградская область, Калининград, р-н Ленинградский, Первомайская улица, 5стр",15,10,2020,1, совмещенный,1, лоджия,Без ремонта,,,,
33,5,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,1, совмещенный,1, балкон,Косметический,,,,
33,5,9,2100000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,1980,,,,,Косметический,Панельный,,,
43,8,14,3550000,"Калининградская область, Калининград, р-н Ленинградский, улица Старшины Дадаева, 68",16.4,10.5,2019,1, раздельный,1, балкон,Евроремонт,,,,
35,5,5,2010000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова, 108",17,8.5,1996,1, совмещенный,1, балкон,Косметический,Блочный,Железобетонные,Центральное,Центральное
33,3,5,1800000,"Калининградская область, Калининград, р-н Ленинградский, Белибейская улица",,,,,,1, балкон,Косметический,,,,
31,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица",,,,1, совмещенный,1, балкон,Косметический,,,,
33,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица",,,,1, совмещенный,1, балкон,Косметический,,,,
40,10,10,3650000,"Калининградская область, Калининград, р-н Ленинградский, улица Генерала Челнокова, 56",17,9.6,2017,1, совмещенный,1, лоджия,Дизайнерский,,,,
37,7,9,2500000,"Калининградская область, Калининград, р-н Ленинградский, улица Рихарда Зорге",,,2015,1, совмещенный,1, лоджия,Евроремонт,Блочный,,,
36,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского, 188",17,,,1, совмещенный,,,Евроремонт,,,,
43,6,8,3400000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького, 176Гк1",18,10,2012,1, совмещенный,1, балкон,Евроремонт,Монолитный,Железобетонные,Котел/Квартирное отопление,Центральное
32,5,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,1, совмещенный,1, балкон,Косметический,,,,
36,7,9,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",,,1995,1, раздельный,1, балкон,Косметический,Панельный,,,
34,2,3,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Крылова",18,11,2020,,,,,,,,,
40,3,9,3320000,"Калининградская область, Калининград, р-н Ленинградский, улица Генерала Раевского, 4",20,16,2012,,,1, балкон,Косметический,Кирпичный,Железобетонные,Автономная котельная,Центральное
45,1,9,2700000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",22,12,2010,1, совмещенный,1, лоджия,Дизайнерский,Монолитный,,,
34,4,4,1800000,"Калининградская область, Калининград, р-н Ленинградский, Гражданская улица",18,8,1945,,,,,Косметический,,,,
32,1,5,1980000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,8,1986,1, совмещенный,,,Косметический,Панельный,,,
43.8,2,4,2800000,"Калининградская область, Калининград, р-н Ленинградский, Стрелецкая улица, 21В",18,12.5,,1, совмещенный,1, балкон,Без ремонта,,,,
33,2,3,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",18,6,1945,1, совмещенный,,,Без ремонта,Кирпичный,,,
35,9,10,1900000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",17,8,,1, раздельный,1, лоджия,Косметический,,,,
31,1,5,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Куйбышева, 131",16,7.2,1975,,,,,Евроремонт,,,,
46,6,9,3400000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина, 113",20,13,2013,1, совмещенный,,,Косметический,Блочный,Железобетонные,Котел/Квартирное отопление,Центральное
36,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Нарвская улица",,,1982,1, раздельный,,,Косметический,Блочный,,,
43,1,9,2999000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",20,12,2012,1, совмещенный,,,Евроремонт,Монолитный,,,
41.4,3,6,3370000,"Калининградская область, Калининград, р-н Ленинградский, улица Глинки, 1",18.2,12.1,2014,1, совмещенный,,,Косметический,Кирпичный,Железобетонные,Автономная котельная,Центральное
26,1,4,2000000,"Калининградская область, Калининград, р-н Ленинградский, Малая Лесная улица",,,2017,1, раздельный,1, балкон,Евроремонт,Кирпичный,,,
27,1,5,1700000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1939,1, совмещенный,1, лоджия,Без ремонта,Кирпичный,,,
30,2,5,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",,,,,,1, балкон,Косметический,,,,
32,1,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Куйбышева",,,,,,,,Косметический,,,,
30.4,1,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",,,,,,,,Косметический,,,,
30.5,4,5,2100000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица, 50",17.5,6.2,1968,,,,,Косметический,,,,
45.4,2,10,3300000,"Калининградская область, Калининград, р-н Ленинградский, улица Виктора Денисова, 18",17.5,12.4,2017,1, совмещенный,1, балкон,Евроремонт,,,,
32,4,5,2030000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица, 48",16,6,,1, совмещенный,1, лоджия,Косметический,,,,
34,4,4,1800000,"Калининградская область, Калининград, р-н Ленинградский, Гражданская улица",18.8,7.8,1945,1, совмещенный,,,Косметический,,,,
32,5,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Черепичная улица, 17",,6,,1, совмещенный,1, балкон,Косметический,,,,
35,5,9,2050000,"Калининградская область, Калининград, р-н Ленинградский, улица Куйбышева, 109",19,8,1977,1, раздельный,1, лоджия,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
39,5,9,3099993,"Калининградская область, Калининград, р-н Ленинградский, Елизаветинская улица, 5",18,8,,1, совмещенный,1, лоджия,,,,,
35,10,12,1800000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,1986,1, раздельный,1, балкон,Косметический,Блочный,,,
47.7,7,9,3600000,"Калининградская область, Калининград, р-н Ленинградский, улица Согласия, 50А",20.5,13.5,2017,1, совмещенный,1, лоджия,Евроремонт,Монолитный,Железобетонные,Котел/Квартирное отопление,Центральное
34,7,9,2150000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея, 51",17,8.5,,,,,,,,,,
40,1,5,2450000,"Калининградская область, Калининград, р-н Ленинградский, улица Куйбышева, 65",20,8,,,,,,,,,,
45,10,16,3500000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького, 164",17,10,2011,1, совмещенный,1, лоджия,Евроремонт,Монолитный,Железобетонные,Центральное,
59,9,10,5350000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина, 16Б",30,12,2014,1, совмещенный,,,Дизайнерский,,Железобетонные,Автономная котельная,Центральное
34,1,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, Краснодонская улица",,,2002,1, раздельный,1, балкон,Косметический,Кирпичный,,,
35,2,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Лесопильная улица",,,,1, совмещенный,1, балкон,Косметический,,,,
42,1,4,2400000,"Калининградская область, Калининград, р-н Ленинградский, улица Фрунзе",20,8,,1, раздельный,,,Евроремонт,Монолитный,,,
62,7,21,5300000,"Калининградская область, Калининград, р-н Ленинградский, улица 1812 года, 126",32,24,2011,,,1, балкон,Евроремонт,Монолитный,Железобетонные,Автономная котельная,
41,7,9,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Гайдара",,,1983,,,1, балкон,Косметический,Панельный,,,
44,15,17,2750000,"Калининградская область, Калининград, р-н Ленинградский, Ялтинская улица, 4",19.1,13.4,2013,,,,,,,,,
33,2,5,2200000,"Калининградская область, Калининград, р-н Ленинградский, улица Фрунзе",,,,1, совмещенный,1, балкон,Косметический,,,,
45,1,9,3300000,"Калининградская область, Калининград, р-н Ленинградский, Майский переулок, 5",20.5,11,2015,,,,,Без ремонта,Кирпичный,Железобетонные,Центральное,Центральное
36,2,5,3550000,"Калининградская область, Калининград, р-н Ленинградский, Юбилейная улица, 8",17,10,2011,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
35,5,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского, 188к1",15,8,1980,1, совмещенный,1, лоджия,Косметический,,,,
33,9,10,2000000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,,1, раздельный,1, балкон,Косметический,,,,
30.5,4,5,2080000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица, 66",19,6,1970,1, совмещенный,1, балкон,Косметический,,,,
33,8,9,2850000,"Калининградская область, Калининград, р-н Ленинградский, Елизаветинская улица, 4",15,8,2017,,,,,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
50,8,10,4400000,"Калининградская область, Калининград, р-н Ленинградский, улица Фортовая дорога, 11",21,13,2016,,,,,,,Железобетонные,Котел/Квартирное отопление,Центральное
41,2,10,3200000,"Калининградская область, Калининград, р-н Ленинградский, улица Виктора Денисова, 18",29,12,2017,,,1, балкон,Евроремонт,,,,
49,12,24,4100000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина, 99",21.5,16,2012,1, совмещенный,,,Евроремонт,Монолитный,Железобетонные,Автономная котельная,Центральное
34,1,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",,,,,,,,Косметический,,,,
49,12,24,4100000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина, 99",21.5,16,2012,1, совмещенный,,,Евроремонт,Монолитный,Железобетонные,Автономная котельная,Центральное
34,1,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",,,,,,,,Косметический,,,,
35,5,10,2100000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,1980,1, совмещенный,1, балкон,Евроремонт,Панельный,,,
25,1,4,1450000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,1944,,,,,Косметический,Кирпичный,,,
35,2,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Лесопильная улица",18,6,,1, совмещенный,1, балкон,Косметический,Панельный,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,,1, совмещенный,,,Евроремонт,,,,
37.5,1,9,3500000,"Калининградская область, Калининград, р-н Ленинградский, улица Старшины Дадаева, 58",17,10,2014,1, совмещенный,,,Евроремонт,Кирпичный,Железобетонные,Центральное,Центральное
33.4,7,9,2170000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",20.1,5.4,,1, совмещенный,1, балкон,Евроремонт,,,,
31,3,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1983,1, раздельный,1, балкон,Косметический,Панельный,,,
32.1,4,10,2000000,"Калининградская область, Калининград, р-н Ленинградский, Мариупольская улица",,,1982,1, совмещенный,1, балкон,Косметический,Панельный,,,
31.5,4,5,1800000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",,,,1, раздельный,1, лоджия,Косметический,,,,
25,1,4,1500000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",15,7,1945,1, совмещенный,,,Евроремонт,Кирпичный,,,
45,9,9,3050000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина, 55А",20,13,,1, совмещенный,1, лоджия,Без ремонта,,,,
37,4,5,1750000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,1980,1, совмещенный,1, балкон,Косметический,,,,
41,4,4,2300000,"Калининградская область, Калининград, р-н Ленинградский, Литовский переулок, 22",27,8,1939,1, совмещенный,,,Косметический,Кирпичный,Смешанные,Центральное,Центральное
27.2,1,8,2050000,"Калининградская область, Калининград, р-н Ленинградский, Кутаисский переулок",,,2014,1, совмещенный,1, балкон,Евроремонт,Блочный,,,
34,4,4,1800000,"Калининградская область, Калининград, р-н Ленинградский, Гражданская улица",18,8,,,,,,Косметический,,,,
42,1,4,2400000,"Калининградская область, Калининград, р-н Ленинградский, Гражданская улица, 3",25,14,1945,,,,,Косметический,Кирпичный,Железобетонные,Нет,Центральное
42.8,3,9,3700000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица, 65",22.3,10.4,2010,1, совмещенный,1, балкон,Косметический,Монолитный,Железобетонные,Автономная котельная,Центральное
33,5,5,1800000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,,1, совмещенный,1, балкон,Косметический,,,,
40,2,9,2950000,"Калининградская область, Калининград, р-н Ленинградский, Балашовская улица, 4",18.1,12.9,2008,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
34,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,1980,1, совмещенный,1, балкон,Евроремонт,,,,
47.4,1,10,3580000,"Калининградская область, Калининград, р-н Ленинградский, Шахматная улица, 4В",19.2,12.1,2014,1, совмещенный,1, балкон,Евроремонт,,,,
33,1,10,2100000,"Калининградская область, Калининград, р-н Ленинградский, Мариупольская улица",,,,1, совмещенный,1, лоджия,Евроремонт,,,,
30,5,5,1650000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",16,6.2,1978,,,,,Косметический,Кирпичный,,,
35.2,1,5,1700000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского, 188к3",16.6,,1980,1, совмещенный,1, балкон,,,,,
34,5,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,1, совмещенный,1, балкон,Евроремонт,,,,
35,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,1, совмещенный,,,Косметический,Панельный,,,
38,3,4,3300000,"Калининградская область, Калининград, р-н Ленинградский, Малая Лесная улица, 9",20,12,2015,1, совмещенный,1, лоджия,Евроремонт,Панельный,Железобетонные,,Центральное
44,3,9,3850000,"Калининградская область, Калининград, р-н Ленинградский, Римская улица, 33к1",19.2,12,2009,1, совмещенный,1, балкон,Евроремонт,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
31.5,5,5,1800000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,,,1, балкон,Косметический,Панельный,,,
36,1,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Нарвская улица",,,1982,1, раздельный,,,Косметический,Блочный,,,
35,9,10,1900000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,,1, совмещенный,1, лоджия,Косметический,,,,
50,8,10,4300000,"Калининградская область, Калининград, р-н Ленинградский, улица Фортовая дорога, 9",21,13,2010,1, совмещенный,1, балкон,Евроремонт,Монолитный,Железобетонные,Автономная котельная,Центральное
39.2,17,17,3300000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",17,13,2012,1, совмещенный,1, балкон,Косметический,Монолитный,,,
45,5,9,3850000,"Калининградская область, Калининград, р-н Ленинградский, улица Виктора Денисова, 26",,12,2018,1, совмещенный,1, лоджия,Дизайнерский,,,,
33,8,9,2750000,"Калининградская область, Калининград, р-н Ленинградский, улица 9 Апреля, 80",18,7.5,1973,1, совмещенный,1, лоджия,Евроремонт,Панельный,Железобетонные,Центральное,Центральное
33,2,3,2170000,"Калининградская область, Калининград, р-н Ленинградский, Ярославская улица, 11",,,1945,1, раздельный,1, балкон,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
34,7,9,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",16.9,8.6,1995,1, раздельный,1, балкон,Косметический,Панельный,,,
40,9,9,3850000,"Калининградская область, Калининград, р-н Ленинградский, улица Генерала Челнокова, 34",25,9,2010,1, совмещенный,1, балкон,Евроремонт,Панельный,Железобетонные,Центральное,Центральное
37,7,9,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Еловая Аллея",,,1995,,,1, лоджия,Евроремонт,Панельный,,,
38,1,5,2100000,"Калининградская область, Калининград, р-н Ленинградский, Нарвская улица",17,7,1981,,,,,Косметический,Панельный,,,
32,2,5,2100000,"Калининградская область, Калининград, р-н Ленинградский, улица Фрунзе",,,,1, совмещенный,,,Косметический,,,,
45,2,4,2800000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",25,12,1945,1, совмещенный,,,Косметический,Кирпичный,,,
35,4,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,1980,,,,,Косметический,,,,
42,4,4,2850000,"Калининградская область, Калининград, р-н Ленинградский, улица Парковая Аллея",17.9,13,1995,1, совмещенный,1, лоджия,Косметический,Блочный,,,
40,5,8,3000000,"Калининградская область, Калининград, р-н Ленинградский, улица Свердлова, 30",18,11,2019,,,,,Евроремонт,,,,
34,3,5,2150000,"Калининградская область, Калининград, р-н Ленинградский, улица Старшего Лейтенанта Сибирякова",,,1982,1, совмещенный,1, балкон,Косметический,Панельный,,,
47,5,9,3400000,"Калининградская область, Калининград, р-н Ленинградский, улица Виктора Денисова",17,12,2017,1, совмещенный,1, лоджия,Евроремонт,,,,
37,7,9,2200000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,,,,1, лоджия,Косметический,,,,
30,5,5,1650000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",16,6.2,1978,,,,,Косметический,Кирпичный,,,
35,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского, 188к3",16.4,7.6,1980,1, раздельный,1, балкон,Косметический,,,,
42.4,7,14,3180000,"Калининградская область, Калининград, р-н Ленинградский, улица Старшины Дадаева, 66",15.8,11.1,2020,1, совмещенный,,,Без ремонта,,,,
44,8,12,2950000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова, 116",19.5,11.5,2020,,,1, балкон,Без ремонта,Кирпичный,,,
34,5,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",17.5,8.5,1996,,,1, балкон,Косметический,Блочный,,,
41.6,2,9,3270000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",17.9,11.7,2012,1, совмещенный,1, лоджия,Косметический,Кирпичный,,,
31,2,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Стрелецкая улица",,,,1, совмещенный,1, балкон,Косметический,,,,
36,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Нарвская улица",,,1982,1, раздельный,,,Косметический,Блочный,,,
31.5,3,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1983,,,,,Косметический,Панельный,,,
31.5,3,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1983,,,,,Косметический,Панельный,,,
32,5,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,1, совмещенный,1, балкон,Косметический,,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,,,,,Косметический,Панельный,,,
30,11,11,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,,,,,,,,,,
37,9,10,1900000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",18,,1984,1, раздельный,1, лоджия,Косметический,Панельный,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,,1, совмещенный,,,Косметический,,,,
30,2,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",,,,,,1, балкон,Косметический,,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,,,,,Косметический,Панельный,,,
35,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,1, совмещенный,,,Косметический,Панельный,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,,1, совмещенный,,,Евроремонт,,,,
37,5,9,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",,,1988,1, раздельный,1, балкон,Косметический,Панельный,,,
33,4,4,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,1977,1, совмещенный,1, балкон,Косметический,Кирпичный,,,
35,8,9,1940000,"Калининградская область, Калининград, р-н Ленинградский, улица Фрунзе",,,,1, раздельный,1, лоджия,Косметический,,,,
36,5,9,1900000,"Калининградская область, Калининград, р-н Ленинградский, Мариупольская улица",,,,1, совмещенный,1, балкон,Косметический,,,,
29,4,4,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,1977,,,1, балкон,Косметический,Кирпичный,,,
31,5,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,1, совмещенный,,,Косметический,Панельный,,,
35,9,10,1900000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,,1, совмещенный,1, лоджия,Косметический,,,,
37,5,10,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Горького",,8,1988,1, раздельный,1, балкон,Косметический,Панельный,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,1, совмещенный,,,Косметический,Панельный,,,
30,3,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Сергеева, 49",16,6,1965,1, совмещенный,1, балкон,Без ремонта,,,,
35,5,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",,,1996,,,1, лоджия,Косметический,Блочный,,,
35,5,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",,,1996,,,1, балкон,Косметический,Блочный,,,
35,4,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",,,1980,1, совмещенный,1, балкон,Косметический,,,,
35,4,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Александра Невского",16.4,7.6,1980,1, совмещенный,,,Косметический,,,,
35,5,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, улица Аксакова",17.1,8.5,1996,1, совмещенный,1, лоджия,Косметический,Блочный,,,
30,4,5,2130000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица",,,,1, совмещенный,,,Косметический,Панельный,,,
30.5,4,5,2130000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица",,,,,,,,Косметический,,,,
31.5,3,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",14,7.5,1983,,,,,Косметический,Панельный,,,
35,1,5,2100000,"Калининградская область, Калининград, р-н Ленинградский, Нарвская улица",17,7,1981,,,1, лоджия,Косметический,Панельный,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,,,,,Косметический,Панельный,,,
32,3,5,1950000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1983,,,,,Косметический,Панельный,,,
32,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Краснодонская улица",,,,,,,,Косметический,,,,
32,5,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,,,,,Косметический,,,,
30.5,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Пионерская улица",,,,1, совмещенный,1, балкон,Косметический,,,,
30,11,11,2000000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,2013,,,,,Евроремонт,Блочный,,,
31,1,5,1900000,"Калининградская область, Калининград, р-н Ленинградский, Артиллерийская улица",,,1987,,,,,Косметический,Панельный,,,
33,4,4,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,1977,1, совмещенный,1, балкон,Косметический,Кирпичный,,,
34,5,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",19,,1985,1, совмещенный,1, балкон,Косметический,,,,
32,5,5,1850000,"Калининградская область, Калининград, р-н Ленинградский, улица Литовский Вал",,,1985,1, раздельный,1, балкон,Косметический,,,,
31.5,4,5,2000000,"Калининградская область, Калининград, р-н Ленинградский, Московский проспект",,,1966,,,,,Косметический,Блочный,,,
29,4,4,1900000,"Калининградская область, Калининград, р-н Ленинградский, улица Юрия Гагарина",,,1977,,,1, балкон,Косметический,Кирпичный,,,
38,9,9,3460000,"Калининградская область, Калининград, р-н Ленинградский, Кутаисская улица",17,11,2014,,,1, лоджия,Дизайнерский,Кирпичный,,,
36.6,7,9,3200000,"Калининградская область, Калининград, р-н Ленинградский, Суздальская улица, 11Г",18.3,11,2020,1, совмещенный,,,Косметический,,,,
